id,cuisine
27412,indian
47264,
24155,italian
49484,thai
36541,italian
49339,italian
25840,italian
14136,mexican
45538,
31716,italian
35893,
20742,italian
1158,
7742,italian
14846,
27770,
41274,
43871,
24983,
37305,italian
18545,
41013,italian
15782,
3892,southern_us
16005,indian
38901,mexican
40350,italian
40268,italian
11941,italian
32193,mexican
6438,italian
28612,
34937,southern_us
18750,
44983,
8662,
10026,
784,mexican
28879,italian
5707,italian
45299,
40004,italian
7800,
20166,
48006,
20841,
23893,italian
20164,
45206,italian
22864,italian
46996,mexican
16927,
678,italian
1317,mexican
43897,
24269,chinese
11316,
1902,italian
46191,mexican
31549,
22391,
19490,
8356,italian
45697,italian
47308,mexican
46898,
14830,
3738,
33149,
36390,italian
10543,
22597,
49045,italian
26531,
38356,mexican
31739,mexican
28912,
42828,mexican
3903,
44976,
28573,southern_us
44215,italian
35636,italian
10709,
44787,
3263,italian
36111,korean
38476,
28105,
43568,
6441,
45081,
8666,mexican
35983,
14186,mexican
10143,
2448,
26012,japanese
48776,
39833,italian
12533,thai
13637,
5998,
28339,mexican
26881,
40945,mexican
36422,
40041,italian
38541,
35240,moroccan
44367,
18043,italian
35014,southern_us
30069,italian
16713,
12339,italian
12234,
12453,
22609,mexican
44725,
29732,italian
44392,
23798,mexican
24772,
12345,italian
23309,
40450,italian
28710,southern_us
8336,
3554,italian
5668,french
34033,italian
20513,italian
1130,mexican
30203,
46316,southern_us
29023,
22289,mexican
49330,italian
32512,
4554,italian
14947,indian
33667,italian
49000,mexican
31457,italian
46254,italian
37570,
5605,mexican
24507,
30816,
32852,
13107,mexican
20463,italian
85,
27025,mexican
40983,mexican
20113,italian
44284,mexican
16999,italian
35662,italian
14382,mexican
40297,french
32630,italian
7264,
14867,
18802,
3985,
35155,italian
17760,italian
14474,
28666,italian
38277,mexican
7931,indian
49649,
8266,
29725,
20460,
4097,
44710,
6344,
11194,mexican
44716,
34191,
39699,
14929,mexican
47451,southern_us
24368,
884,
5137,italian
38574,
48792,italian
49132,
5669,
37952,mexican
49298,
41405,
34909,chinese
10767,french
5721,
27292,southern_us
18692,
27907,
45127,mexican
33534,mexican
26,italian
13068,italian
45579,italian
28956,italian
1201,
43090,
30197,mexican
27762,
43057,mexican
24887,mexican
43916,french
544,italian
10438,
9331,italian
649,
32577,italian
36873,
48446,
28909,
1999,
42137,
48503,mexican
49033,
1053,mexican
5535,
21864,
21042,
3321,korean
16337,
22885,
4020,
41425,british
2830,
26570,
19943,
17114,
6009,
43791,mexican
13681,
11385,
21875,
32449,italian
3924,italian
8799,
1989,
23288,
23920,
46349,mexican
44238,italian
31337,
14492,southern_us
18368,mexican
13781,
42371,
20640,italian
48955,
46955,
30032,mexican
3103,southern_us
19597,
23435,italian
31446,
33791,
23813,
14538,
35181,
6246,mexican
40850,italian
32080,
781,
7679,
44640,italian
17645,
12454,
28430,italian
6876,
48868,italian
43333,
9807,indian
27843,
45089,mexican
41811,
28131,italian
23394,mexican
29599,
40086,
20013,
18134,
48291,mexican
30903,
2777,mexican
3630,
37511,
26835,indian
7201,
20442,italian
19136,
40878,
1177,
43121,
11307,thai
37617,
25583,southern_us
27863,
17830,italian
18267,
29923,italian
27827,italian
4616,
9979,mexican
2878,italian
40101,
13411,italian
9683,mexican
48733,
27233,southern_us
25926,mexican
22098,italian
16095,
15839,
10882,
44004,
45224,
40285,italian
20598,
19307,italian
14899,mexican
36512,
37453,mexican
4319,italian
28718,
44611,
26031,
36988,
24182,
4727,
25982,italian
9544,french
48030,mexican
47789,mexican
16245,italian
12440,
32989,
10582,
23028,
45653,mexican
46888,mexican
20392,
13453,italian
1300,
29343,
27423,
46977,italian
27479,italian
37899,italian
21177,mexican
45590,
46775,italian
45416,
23039,
26308,
23306,
42367,
41379,
16715,french
33712,mexican
24136,mexican
26094,cajun_creole
2212,southern_us
19672,italian
42872,
36661,
26319,
263,
13942,italian
43311,italian
12743,italian
7519,mexican
35601,filipino
44197,
8617,mexican
6573,mexican
13377,mexican
31725,italian
13042,
2701,italian
38137,
11356,mexican
3202,
15530,mexican
18012,
22683,
37199,
5169,southern_us
43401,
7246,italian
36491,italian
40868,southern_us
8084,
45914,
32344,
27508,italian
27323,italian
29576,
13998,mexican
28214,italian
2918,italian
19918,
44955,
7007,italian
32164,italian
20929,mexican
10380,
28015,italian
24501,
37257,
17772,
7977,
24949,italian
9467,italian
18520,
48539,
11435,
44041,
44022,
19010,
18395,
35008,italian
45807,
27065,japanese
460,
22725,italian
32575,mexican
10099,italian
9431,
9493,mexican
30423,
11861,
22632,
32893,italian
5868,
3938,southern_us
17724,southern_us
4075,italian
24174,italian
34798,italian
9407,southern_us
4008,
6472,
43384,southern_us
47289,japanese
27905,
9628,mexican
41613,
8128,italian
33224,southern_us
21571,mexican
41246,
48240,italian
46816,
45778,
13798,italian
31606,mexican
43293,mexican
27725,french
7614,
24798,italian
16256,
10296,
46895,italian
18706,
25895,mexican
42986,italian
42194,
44727,mexican
2381,mexican
7850,
21066,
1427,
30832,italian
44593,italian
35604,italian
42802,italian
30307,chinese
8893,
43086,italian
278,italian
48861,italian
9641,mexican
18801,italian
13009,italian
42823,
3954,
49035,italian
34278,
25941,
38577,southern_us
37973,
813,italian
29444,
30058,
34601,mexican
42370,italian
9228,
12638,italian
37549,
19802,
30931,chinese
22179,italian
44664,mexican
42631,
23407,
30557,
28888,italian
326,mexican
47891,mexican
22600,italian
24737,
11278,
42285,italian
18700,italian
11577,mexican
5218,southern_us
13220,southern_us
16992,italian
22967,
16610,mexican
46382,mexican
28228,
18123,italian
25348,
48051,
26379,
38821,southern_us
44418,italian
22932,
17089,mexican
17307,mexican
8828,japanese
21515,
41525,
18627,
8423,
17848,
12762,
2524,
15334,italian
3322,
5367,
5255,mexican
9150,
22599,
7368,
25212,southern_us
29633,
26841,italian
20127,mexican
4992,
35021,
47863,
530,
1974,
3006,thai
23010,italian
21593,
11204,
3363,
33675,
38682,
46627,
12852,chinese
37503,
20805,mexican
18925,
27954,italian
20154,
11714,
11134,italian
29380,french
19736,mexican
10476,italian
4136,southern_us
36681,italian
35006,
36876,mexican
10774,chinese
27429,italian
9455,
5774,
48634,
37245,
17279,mexican
9366,
26166,italian
5247,italian
41148,chinese
19055,
2229,mexican
27352,
24718,
17647,
21324,italian
4946,
21404,
6849,italian
4572,mexican
48468,indian
37152,
825,mexican
47537,french
5072,
18872,
37657,
39345,
9604,italian
5363,thai
12065,italian
12366,vietnamese
15642,
20213,mexican
16381,
25412,italian
34973,italian
13475,mexican
24334,
4428,
7273,italian
35903,mexican
41592,italian
44689,
42405,
6995,italian
2577,thai
48095,
6623,
22733,
36104,
23779,
46697,
47965,italian
17225,
37106,italian
12615,
36033,
45146,
45800,
30163,mexican
12660,italian
11490,
40192,thai
21436,italian
48613,italian
1628,italian
19953,
44451,
45922,mexican
4804,
1751,
26520,
39367,cajun_creole
23616,mexican
38862,
21414,
2452,
27591,mexican
14224,
36691,mexican
15391,mexican
11104,
16206,
9156,
16344,indian
33295,mexican
47513,mexican
5352,italian
28741,southern_us
6847,italian
36463,japanese
14838,
37311,mexican
6347,mexican
47812,mexican
34919,italian
14812,italian
11772,
44916,southern_us
2014,mexican
13041,
40815,
32713,
38272,
30770,
22254,
45828,mexican
49113,
37876,
30219,italian
3111,italian
33267,mexican
35742,
15890,
10968,
45879,mexican
18676,italian
29425,italian
27055,
19485,thai
47644,
1988,
21210,italian
3792,
9071,italian
25703,
25404,southern_us
5791,
35221,italian
33813,italian
21441,french
10503,italian
17270,japanese
17560,
25735,
34818,mexican
2970,italian
39582,
22358,
2864,
15823,
31475,italian
30636,
28962,indian
45813,mexican
4000,
35530,
974,mexican
12382,mexican
7347,mexican
26496,italian
33767,italian
48412,mexican
40496,
37961,italian
6571,
49304,italian
34097,
10646,
44083,
48463,
1063,italian
30583,
26237,
8680,
32752,italian
23273,
5717,
2579,italian
45463,
38241,
30514,
13101,italian
19210,
26502,mexican
46982,
21905,
46699,mexican
15406,italian
45763,
721,italian
32708,
38004,
17682,chinese
46596,
48682,
31605,
38031,italian
18179,mexican
48663,mexican
36353,italian
4550,
35488,
33342,
25731,
48838,italian
39653,
33286,
21344,
37156,
20611,italian
8869,
44038,italian
42754,mexican
23823,
13596,italian
45059,italian
46483,italian
253,italian
4053,mexican
8559,mexican
7844,
9188,
32548,
26083,mexican
20244,
37673,italian
668,
29434,
16805,
45658,italian
47594,italian
7452,
22645,
42522,
23363,
35610,italian
37631,italian
8879,
38337,italian
19826,
8844,
6484,japanese
45118,italian
22731,italian
20793,
16487,mexican
24490,italian
15889,italian
22935,italian
3143,italian
48510,
35910,italian
17474,italian
32396,
24714,
36160,
20077,italian
28828,mexican
42205,italian
36725,mexican
10316,
33623,
39291,
49350,southern_us
14699,italian
21702,
41906,italian
4489,mexican
24409,
29332,italian
8337,
918,
12435,
48231,italian
28383,
4545,mexican
13102,italian
33947,
24615,italian
49589,
41481,
38905,italian
19812,
6160,italian
38993,
34354,cajun_creole
31246,
35369,
21637,
49617,
23003,
40683,
17920,
18021,
46780,
1684,italian
1953,thai
15537,
2489,
34708,
47554,
30298,
23459,
2593,french
7216,
35883,mexican
27039,italian
47957,
7815,
5270,italian
10768,mexican
29740,
3068,
29535,
7182,
7796,
41409,
39671,italian
28559,mexican
32146,italian
23439,
31391,mexican
42855,
11813,
48272,
12263,italian
2787,
16385,
42523,
26150,
17544,mexican
29802,mexican
4294,french
12696,
9075,italian
20159,
31282,southern_us
13057,
26814,
23909,
27882,italian
43452,
40246,
8493,
13302,british
25606,
14808,mexican
40265,
13155,italian
28097,
32076,southern_us
36969,
13698,
38513,italian
15605,
47688,
22326,
43488,
10245,italian
16145,
9985,
37746,
41400,italian
26614,
5327,italian
13015,
13811,italian
10180,italian
8164,
47951,
42025,mexican
10865,italian
16815,
1025,
42784,
18319,
34353,mexican
44922,italian
16240,mexican
29745,
2336,indian
17294,
1449,mexican
30410,italian
43341,
39594,
8543,
27176,
36562,
23285,
26787,southern_us
6506,southern_us
8552,
46196,southern_us
22828,
43621,
47602,italian
14329,mexican
2924,
5741,
10485,french
12878,
21771,
21059,
4148,
21537,mexican
45452,mexican
15489,italian
46585,southern_us
18791,italian
40072,italian
17587,
7758,mexican
2853,
18218,
21720,
20872,italian
22022,mexican
17887,
11422,
28294,
17435,
43716,
40489,mexican
32770,
16078,
46460,italian
12472,
14100,italian
14120,
40951,mexican
30897,
16708,
13341,
49029,
14064,southern_us
1668,
28769,southern_us
7239,mexican
25963,italian
34427,italian
6520,
10300,
1232,mexican
42870,mexican
33802,italian
46501,
32949,
4085,
30682,italian
47315,
28249,
1084,
25559,italian
30714,
13272,
6781,
43462,
8440,
23799,
42977,italian
20214,italian
19527,italian
27604,italian
15134,
21241,
3240,southern_us
19794,
37385,italian
5783,
30232,italian
26019,
48921,
20762,
30226,
4783,mexican
45445,
35042,italian
33632,italian
38332,mexican
32651,
19338,italian
28320,italian
1488,
33940,
2539,italian
29026,chinese
25889,
23589,japanese
12933,
29127,southern_us
3207,cajun_creole
45732,italian
47696,
30481,italian
45419,japanese
11406,italian
42319,italian
35370,
42436,
27895,mexican
1645,mexican
8787,italian
7461,
29368,italian
29881,italian
32040,
7843,indian
6254,mexican
7747,indian
36361,italian
31378,italian
27634,
48903,
46841,italian
47660,
37772,italian
18485,
36815,
45159,
30140,italian
5126,
15363,
169,
14652,
42988,italian
26067,
22917,italian
18652,
42035,italian
39445,
41203,italian
27623,italian
142,italian
27341,
41923,
49169,
16288,chinese
9043,indian
49711,indian
21753,
40211,
48168,
29426,
45945,italian
33165,
40521,french
21437,
47064,
47807,
32414,italian
11265,
27139,italian
39830,indian
36628,mexican
42118,mexican
5928,indian
37463,
36066,italian
16508,
11464,italian
17321,
5914,italian
19438,
47580,italian
29886,mexican
35229,
39538,
10650,italian
48346,
44205,
877,
40408,
4172,
1663,
29813,mexican
3292,italian
6288,italian
37606,
26786,italian
2040,
38025,italian
10171,italian
24997,
21397,mexican
1217,
38381,italian
1409,
15901,
42619,
38670,
13511,mexican
45294,mexican
41236,mexican
33370,
9032,
26182,
21629,
19518,italian
11588,
3716,italian
47711,
47286,
28877,italian
40039,indian
9224,
24373,mexican
45305,italian
30758,
48652,mexican
24586,
26338,italian
1670,italian
37582,italian
48132,
46066,italian
34164,
66,mexican
11006,
28726,mexican
13320,
6574,italian
21779,
42114,
12197,southern_us
35257,italian
37169,mexican
42169,
16124,
6352,
47452,italian
7839,japanese
5569,
30849,
25544,italian
4887,southern_us
11538,southern_us
35958,
31577,italian
12233,
43454,
26373,mexican
43145,italian
5308,italian
23614,southern_us
36948,
12315,
30020,italian
19231,
38534,mexican
45750,
48778,italian
20026,mexican
22978,
26662,southern_us
46218,southern_us
39341,
38395,
18871,southern_us
12468,
13360,
22233,
30352,italian
13345,italian
6330,
12867,mexican
35225,italian
33826,italian
36993,mexican
44847,indian
10197,
28737,italian
25095,italian
14063,mexican
811,
20335,
30826,
4452,
30862,
10282,mexican
47567,
16553,italian
5045,
47528,mexican
3979,italian
17254,
6293,
42706,
47432,
45496,italian
25936,
46258,russian
36625,
4642,italian
35698,
19996,italian
10388,italian
36298,
43253,
1089,italian
47,
257,
16979,
31697,
49012,italian
7592,italian
44884,spanish
41859,
9969,mexican
45041,italian
48098,
27238,indian
4466,
11350,mexican
30506,italian
439,
4342,italian
47474,
25254,
18255,
9547,
3889,
26976,mexican
19218,mexican
31837,mexican
27254,
26282,
5443,
11516,mexican
23265,
49204,southern_us
14502,
22711,
27402,italian
4743,southern_us
13632,italian
46530,
12173,
44493,italian
14241,italian
3151,chinese
17375,mexican
26969,mexican
42219,
49466,french
7994,
16972,
44688,indian
25657,
40806,
10201,mexican
47124,indian
24523,
34597,
32015,
46696,southern_us
49239,indian
28501,
37207,
38224,
18565,italian
46164,mexican
4052,italian
28544,southern_us
10961,mexican
15916,
36744,
41984,indian
48278,mexican
25010,
21242,
30310,
23801,mexican
29614,
34667,
48159,italian
20747,french
44625,
7173,italian
16676,
3667,
36594,italian
26511,southern_us
19351,
48982,mexican
27934,french
22595,
7256,southern_us
4306,mexican
41919,mexican
23236,indian
7329,italian
38382,italian
42257,chinese
17600,
40730,
1192,italian
37189,
2913,mexican
7118,
42223,mexican
25690,
8267,
35989,italian
774,
23158,
12071,italian
26537,
49537,italian
19990,
27876,mexican
20823,italian
31393,italian
23239,indian
21141,italian
43585,southern_us
30493,
42985,italian
31089,mexican
46974,
40018,italian
28153,mexican
10967,
14240,italian
24871,
16258,
28001,mexican
49299,
47808,mexican
37960,
34733,
48741,italian
10230,
46275,italian
17152,
36201,
16907,italian
3244,mexican
11434,
22402,
26624,chinese
21558,mexican
4847,
17174,italian
21995,italian
27335,
14696,southern_us
48923,italian
32508,
36585,italian
15904,mexican
19319,italian
17017,italian
35561,
45518,
6489,italian
14423,mexican
26068,
32687,
18684,
25918,
35353,italian
37689,
32830,
6984,
29526,spanish
42546,italian
30742,italian
38469,italian
6678,
17413,
20110,indian
43229,
27133,italian
48411,
11098,italian
18024,italian
22540,
1013,italian
35057,italian
20177,italian
26323,
4227,mexican
34461,italian
4540,mexican
36457,italian
37262,
16041,
25790,mexican
26546,
5295,italian
26689,
11129,chinese
42373,chinese
15183,
20054,
22088,mexican
26034,
7442,italian
39855,italian
16795,italian
45938,
21187,
24985,
19293,french
35190,mexican
48511,italian
24429,
16069,
46173,southern_us
33861,italian
17499,
29095,
27355,
23,italian
14299,mexican
15939,
26371,mexican
1544,italian
15996,southern_us
28808,
28521,italian
22276,italian
45421,italian
1388,
16838,
4167,italian
19525,
9051,italian
13537,italian
34265,
28948,
11263,
42791,
37584,indian
49538,
20135,mexican
46558,
9349,italian
10859,indian
9623,
3610,italian
29537,italian
35360,mexican
22957,
39629,
15631,
24105,
15747,italian
48668,mexican
46662,
38318,
48588,
44549,italian
37552,
19931,
23871,
23762,
25303,italian
11340,italian
13980,
7656,
47486,italian
22621,
9479,
13281,
22624,
27542,italian
5778,mexican
48800,
744,mexican
27747,chinese
15511,
39843,
40129,
2236,italian
42882,
2860,
12167,southern_us
44860,italian
38237,
27239,
20091,italian
24091,mexican
13303,filipino
17,
16887,mexican
31862,
14437,italian
35092,
47641,japanese
10067,
15037,italian
20058,italian
16841,mexican
35002,
17689,
13224,
18356,
10950,italian
37642,mexican
1801,indian
36059,
5105,japanese
18460,
26501,mexican
31066,
15589,italian
5933,
31444,
42571,southern_us
10448,
11830,italian
7223,italian
46537,
27269,
44139,mexican
11162,italian
38781,italian
25429,
3987,chinese
3063,indian
392,
656,
28508,italian
42332,mexican
41775,italian
14167,
1555,italian
24872,
40323,southern_us
28209,italian
8772,
33557,
15016,
14866,
1638,italian
37006,mexican
29914,
797,mexican
4209,indian
34027,mexican
15378,southern_us
25802,italian
21683,
30958,italian
5558,
29792,
35869,
24364,
35401,italian
1820,
22651,
39614,japanese
41834,
21043,
14615,mexican
47588,mexican
38983,italian
31441,
33455,italian
25078,italian
14162,
14603,
40713,mexican
43872,
29222,
37701,italian
33720,italian
43660,
44613,
12178,
45641,
42803,italian
47145,mexican
21925,indian
17233,
28029,
2601,
45781,italian
37326,
46034,italian
12813,french
29934,chinese
29247,italian
48076,
11352,
42956,southern_us
32918,
607,mexican
7801,
45246,italian
31901,italian
20449,italian
19367,
41457,italian
12159,italian
48164,italian
48884,mexican
33137,italian
23778,indian
17154,
49078,
11125,italian
4280,mexican
33377,
15884,mexican
44340,
25351,
23271,italian
36191,
48074,italian
47618,italian
20153,
40548,southern_us
22858,italian
6224,
31972,italian
4190,
22066,
45809,
16888,italian
41177,
2585,italian
34835,italian
27465,mexican
32614,mexican
23845,
8345,italian
15313,italian
36741,
6845,chinese
24184,mexican
10632,italian
46732,
7328,mexican
37610,
39472,
26291,
30621,
5188,indian
29760,
45337,
31663,italian
3965,
19981,italian
23268,
39421,italian
19286,french
33493,italian
18035,italian
19669,
6073,
10457,mexican
24605,cajun_creole
37873,
3753,
8218,
28513,
40161,
35777,
38159,mexican
20380,chinese
20309,italian
22178,
44534,
36812,
771,
14453,
37861,italian
40670,italian
33687,
11720,
41612,
27089,mexican
18732,
46522,
44217,
10202,
40090,italian
9314,
38428,mexican
25439,italian
39775,
13463,mexican
21501,
47894,
6270,
37860,italian
21988,
7205,
12797,
45258,italian
30940,
9264,
14576,italian
28890,
20128,mexican
7330,italian
20464,
19619,mexican
37972,italian
41015,mexican
47310,
27652,
42503,
19581,italian
20539,
13159,
45674,
25381,
17734,
15502,
1949,
7784,italian
23870,mexican
42,italian
34881,indian
2680,
10299,
3737,mexican
42343,
21785,
8581,
42710,italian
16804,chinese
37626,southern_us
48805,
2746,
24899,italian
25649,
6723,
34402,mexican
3080,italian
26264,
37408,italian
117,italian
34481,southern_us
43553,italian
39747,
30499,
19980,mexican
32277,
36165,
2649,
17428,
31069,southern_us
26188,
8944,mexican
2473,
14931,italian
21552,
13444,
46119,korean
37942,
32162,french
36605,italian
48647,
12709,
1405,italian
34269,
31633,mexican
29169,
10732,italian
40433,
30014,greek
48847,mexican
26587,
36983,mexican
34931,
4244,italian
16864,italian
17047,
34698,
44532,mexican
23604,mexican
27463,italian
34501,italian
13649,italian
988,
27926,italian
40240,italian
18053,mexican
22028,
39276,italian
39745,italian
30015,italian
22494,
12204,
43428,chinese
45026,
28904,mexican
25853,italian
25684,
31720,
9748,
34476,
32266,
46371,
27590,
38339,
18848,
14586,
32960,italian
16071,italian
4465,
11751,italian
17484,
12431,
14316,
350,
8350,southern_us
8150,
12811,
29552,
15059,italian
30181,italian
5940,
3558,italian
1301,
36040,italian
17620,
34863,thai
22221,italian
43531,mexican
29487,
38609,
35173,italian
21574,italian
17311,italian
24821,mexican
9045,
41741,
37423,
32994,italian
1745,
48841,
44365,mexican
48137,mexican
32281,
28754,indian
8846,
9325,indian
23826,
3729,italian
32854,italian
24634,
35683,italian
41237,
14264,mexican
14540,mexican
34479,
43676,
4334,mexican
45219,italian
38586,
18898,
9186,italian
23776,
12057,southern_us
7286,
17178,italian
29828,mexican
39864,mexican
45033,
5234,italian
5148,
17511,mexican
11619,italian
18537,italian
8098,mexican
665,
3284,
33577,italian
582,
23054,mexican
1107,mexican
44356,italian
11102,indian
10639,italian
32597,
3225,
10069,italian
1725,italian
22430,italian
11695,
1996,mexican
4363,
22108,italian
24945,thai
18023,
38926,italian
47046,
10334,
47439,southern_us
6390,italian
25613,
941,
23577,
37256,
23274,
5266,
15242,italian
10095,italian
6494,
18939,italian
9909,mexican
37592,
45816,indian
5794,
48883,mexican
22861,italian
30746,italian
43915,
15762,
2193,italian
22184,
18771,italian
39251,
33808,
31324,
23025,mexican
6685,italian
8806,
45128,italian
47906,
16457,italian
41292,japanese
11479,
31614,mexican
12477,
23867,italian
5114,mexican
48589,indian
20323,mexican
24453,italian
10894,italian
22331,
39611,
43758,
3677,italian
9868,southern_us
7365,italian
36795,
47681,
9738,
1975,italian
21202,italian
7444,italian
35829,
4093,italian
14822,italian
21688,
38816,italian
27283,
7176,italian
24786,mexican
34405,mexican
635,italian
7364,mexican
23908,
35214,italian
49205,
18914,
15346,
23098,mexican
46704,italian
11788,
41012,
34837,
5497,
13835,italian
39134,indian
42029,
12570,
27268,
23854,southern_us
45995,italian
4377,
18561,italian
11215,
45362,italian
24466,
36425,french
48902,italian
11196,
6030,
37762,
29460,italian
45798,italian
31388,italian
37731,italian
18867,italian
9122,
17542,
22349,italian
44970,
35984,italian
30711,indian
30977,italian
12105,italian
22538,mexican
31376,mexican
7125,
16878,southern_us
26002,
35469,
20587,
41172,
46381,
22031,
45673,italian
6003,italian
9798,italian
19125,
1932,chinese
9091,
42088,italian
22797,
30950,mexican
31545,
31409,italian
32783,
3096,
40650,italian
3133,mexican
12746,
26859,southern_us
7415,
25636,southern_us
45735,
2629,
18969,southern_us
24320,
43959,
20094,
47316,
30590,italian
4974,
26792,mexican
27920,
30368,italian
37035,mexican
49117,mexican
12891,
7148,
22433,mexican
14863,italian
15255,italian
18172,
34497,
16484,italian
23341,mexican
30034,mexican
11474,
28817,
32402,
2511,
12043,italian
33713,southern_us
19924,
768,indian
38569,
19134,
29710,italian
5489,
1535,italian
11779,
42927,
19975,
44318,korean
5063,chinese
20722,southern_us
7340,
38333,
18475,
28125,italian
7617,italian
9674,chinese
41087,
15430,
38896,
42133,mexican
19220,mexican
1576,
4293,
8292,mexican
9704,
2675,italian
1664,italian
4488,italian
46837,brazilian
42167,southern_us
46449,
26984,
26665,
40053,italian
10691,italian
47916,italian
10955,italian
13514,italian
22487,mexican
34831,
23650,southern_us
34852,mexican
28749,
5536,mexican
30894,
2366,
17105,
15327,
41887,
5920,
32376,
27864,
10361,
20878,
25461,mexican
14051,italian
44849,
1541,
908,mexican
12059,italian
19464,mexican
6120,italian
34498,indian
16666,italian
19118,
1484,italian
47998,
30282,
28974,southern_us
16893,southern_us
49223,
35482,
29500,
26270,italian
21551,
18571,italian
4144,
8436,
24343,italian
5706,
34003,
31332,italian
30861,greek
25779,
5531,
9085,
14711,mexican
31632,italian
38002,
4562,
26604,mexican
21800,
25844,
6113,mexican
48105,italian
26886,italian
30639,french
41040,italian
35359,
40971,southern_us
26403,mexican
45138,
27629,korean
16379,italian
39698,
43697,
12935,
30260,
27705,
30896,
33072,italian
18562,
27340,cajun_creole
39247,
35549,
17226,italian
42827,
48490,
38311,mexican
17539,indian
10841,
13689,
5138,italian
18428,italian
47495,mexican
3844,italian
41911,
28558,italian
37652,southern_us
43320,mexican
3265,chinese
30471,italian
37488,
46154,
17884,
41232,mexican
18734,italian
13743,italian
36343,
7030,
24613,italian
38710,
12280,
29996,
27749,mexican
8235,italian
2938,
47824,
21818,mexican
10005,mexican
27040,
48042,
18261,indian
44149,
17768,italian
17698,
1200,italian
17410,mexican
12595,
48891,italian
17784,mexican
11882,italian
38280,
480,italian
26355,italian
45386,italian
42955,
31678,
4506,mexican
44155,
11633,jamaican
21253,spanish
46025,southern_us
10314,
46874,italian
38432,
48935,mexican
2490,
8591,
26318,
37469,mexican
4102,
15647,
9121,mexican
7929,
38228,
14957,
18414,
5231,
33604,
12735,
19523,italian
7853,
33163,
5630,italian
35049,mexican
7965,italian
39821,
27157,
28318,
11275,mexican
4034,italian
37380,
3470,irish
701,
37996,
10483,mexican
18610,mexican
42759,italian
11426,italian
44136,
24261,
8985,italian
28040,french
31071,
6453,mexican
48762,chinese
36159,
21417,mexican
26451,
19979,
44803,southern_us
35560,italian
39937,
6593,
31735,
13153,italian
1411,
31664,
32101,
33367,
46628,italian
32747,southern_us
2377,
14640,
48493,mexican
6752,italian
17519,french
45167,
5975,
28189,cajun_creole
37891,
31530,
22880,mexican
41020,italian
32047,
30877,
6700,italian
34641,
25706,
35164,
10066,italian
11681,mexican
40920,chinese
43481,
33705,italian
46679,mexican
17635,mexican
6235,italian
49572,italian
14373,italian
25511,
47652,italian
24214,mexican
40625,
20447,italian
13533,
10195,italian
27795,italian
23014,southern_us
7561,
23812,
24952,
41557,southern_us
15847,italian
20202,
16301,mexican
27106,mexican
5037,mexican
15253,southern_us
22270,italian
39918,italian
11398,
44174,
8231,
34639,mexican
33855,italian
14041,
37934,
6104,italian
27251,
47206,mexican
46137,
31102,
33073,mexican
4661,mexican
25610,southern_us
31029,italian
23440,
42385,italian
45895,
34229,
31486,
47198,
23006,
14166,southern_us
12425,
46583,italian
20880,italian
13762,
47701,italian
26679,
7296,italian
8520,italian
34428,italian
40138,italian
1967,italian
12854,
12646,
40178,
16990,
172,
28381,greek
41826,
36860,
20795,mexican
6626,irish
20589,
4024,
34359,
29651,
49442,mexican
5049,italian
1337,italian
29433,italian
10717,indian
15957,
20499,thai
38018,italian
18150,
46524,
40473,italian
21554,mexican
42695,
48951,mexican
46544,
8376,
33109,mexican
41448,mexican
11784,
36889,italian
47140,italian
16207,
4708,italian
9630,
43778,
5540,
33015,
32258,
49287,
36720,
14956,italian
36140,
31818,mexican
15827,italian
16331,
39064,italian
17103,
42799,
46829,
39560,mexican
19496,
23809,southern_us
4056,
1214,italian
27520,italian
28815,
38950,
9720,
16896,
23108,
44539,
45542,
10080,
10467,
29668,
6948,southern_us
18308,italian
41138,italian
35252,italian
45559,
45169,italian
22539,
14601,
46738,
36644,
18064,italian
12989,italian
29125,
10810,
39796,southern_us
30688,french
25386,italian
5550,
26998,italian
30398,greek
40333,
24265,
18953,
24287,italian
36631,mexican
33500,mexican
9719,
18589,mexican
25430,
48525,
4337,
30578,southern_us
18333,
7556,
13108,mexican
30208,
23114,
46118,
37800,
3390,mexican
7445,french
34030,
40358,
40028,
45708,
7393,
3619,
29848,italian
25705,italian
25919,italian
4874,italian
47709,
30281,mexican
16044,
1353,
1339,
48060,
12829,italian
24191,
3859,southern_us
10744,italian
45958,southern_us
9028,italian
45733,
21752,italian
21085,
45884,french
22860,
39506,mexican
25569,
36896,
33018,
15341,
18983,southern_us
5885,
18704,
31610,
3401,mexican
35168,southern_us
29209,
36347,
1785,
38673,italian
49486,
13583,italian
33926,italian
40470,italian
26337,southern_us
6731,italian
44459,
22824,mexican
29264,
25558,italian
23080,
14670,mexican
27553,
17525,
6077,
24098,
2510,southern_us
26921,
23088,
31468,mexican
32381,
44835,
32368,italian
27208,italian
14242,
19659,
43094,
15760,italian
11814,italian
15262,
21825,italian
39447,greek
18247,mexican
32682,
37504,mexican
20319,
32522,italian
44455,
49148,italian
2114,italian
31361,
28348,
22226,
33911,mexican
16916,italian
35988,mexican
43563,
35964,
26651,
15924,
48851,
23692,
44971,
31673,mexican
11741,
1087,
36591,italian
24651,
16791,
28578,italian
4537,
24876,italian
31584,mexican
39456,
39474,italian
11103,mexican
17650,chinese
40495,indian
3434,mexican
10911,
35249,
8344,
47259,italian
42808,italian
39649,
316,
43351,
32617,italian
